Unnamed: 0,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
1331,2024-02-25 11:00:00,19.7,36.0,23.0,0.14,2.0,0.34,1.0,33,52,136.0
1332,2024-02-25 12:00:00,15.1,36.0,23.0,0.14,2.0,0.34,2.0,33,54,96.0
1333,2024-02-25 13:00:00,11.5,29.0,21.0,0.12,2.0,0.34,2.0,34,50,97.0
1334,2024-02-25 14:00:00,8.8,24.0,22.0,0.12,1.0,0.34,2.0,34,48,97.0
1335,2024-02-25 15:00:00,7.1,19.0,22.0,0.13,2.0,0.34,1.0,34,49,104.0
1336,2024-02-25 16:00:00,6.1,22.0,21.0,0.14,2.0,0.34,1.0,34,51,95.0
1337,2024-02-25 17:00:00,10.6,17.0,20.0,0.38,3.0,0.34,1.0,32,55,137.0
1338,2024-02-25 18:00:00,8.9,15.0,17.0,0.21,7.11,0.34,1.0,30,63,116.0
1339,2024-02-25 19:00:00,7.7,14.0,16.56,0.26,8.0,0.34,1.0,29,68,133.0
1340,2024-02-25 20:00:00,9.1,25.0,13.0,0.25,8.0,0.34,0.6,29,71,113.0
1341,2024-02-25 21:00:00,19.6,29.0,11.0,0.29,7.0,0.34,0.6,28,75,64.0
1342,2024-02-25 22:00:00,17.7,36.0,4.0,0.53,9.0,1.0,0.6,27,83,242.0
1343,2024-02-25 23:00:00,19.7,54.0,1.0,0.7,11.0,1.0,0.6,26,84,286.0
1344,2024-02-26 00:00:00,28.9,65.0,1.0,0.67,10.0,1.0,0.6,26,84,331.0
1345,2024-02-26 01:00:00,29.9,65.0,1.0,0.58,10.0,1.0,0.6,26,86,213.0
1346,2024-02-26 02:00:00,31.6,55.0,2.0,0.5,6.0,1.0,0.6,25,89,236.0
1347,2024-02-26 03:00:00,24.2,45.0,3.0,0.38,5.0,1.0,0.6,25,89,316.0
1348,2024-02-26 04:00:00,23.4,46.0,3.0,0.49,5.0,0.34,0.6,25,88,240.0
1349,2024-02-26 05:00:00,22.1,44.0,1.0,0.61,6.0,0.34,0.6,25,89,173.0
1350,2024-02-26 06:00:00,24.0,41.0,16.56,0.72,8.0,0.34,0.6,25,89,183.69
1351,2024-02-26 07:00:00,26.4,46.0,1.0,0.88,13.0,0.34,0.6,26,86,285.0
1352,2024-02-26 08:00:00,29.7,57.0,12.0,0.36,7.0,0.34,1.0,29,72,91.0
1353,2024-02-26 09:00:00,26.9,50.0,22.0,0.18,4.0,0.34,1.0,31,62,100.0
1354,2024-02-26 10:00:00,20.8,53.0,28.0,0.16,3.0,0.34,1.0,32,57,116.0
1355,2024-02-26 11:00:00,17.6,47.0,30.0,0.15,3.0,0.34,2.0,33,53,109.0
1356,2024-02-26 12:00:00,13.3,39.0,32.0,0.15,2.0,0.34,2.0,33,53,130.0
1357,2024-02-26 13:00:00,15.1,38.0,33.0,0.16,2.0,0.34,2.0,33,53,122.0
1358,2024-02-26 14:00:00,12.2,34.0,36.0,0.16,2.0,0.34,1.0,33,51,119.0
1359,2024-02-26 15:00:00,9.7,26.0,35.0,0.17,3.0,0.34,1.0,33,53,117.0
1361,2024-02-26 17:00:00,16.3,33.0,32.0,0.22,7.11,0.34,1.0,31,59,131.0
1362,2024-02-26 18:00:00,13.2,36.0,16.56,0.26,7.0,0.34,1.0,30,65,134.0
1363,2024-02-26 19:00:00,9.8,42.0,25.0,0.29,10.0,0.34,0.6,29,70,123.0
1364,2024-02-26 20:00:00,10.8,60.0,24.0,0.25,9.0,0.34,0.6,28,72,108.0
1365,2024-02-26 21:00:00,17.9,48.0,25.0,0.25,7.0,0.34,0.6,28,75,74.0
1366,2024-02-26 22:00:00,21.1,51.0,23.0,0.24,7.0,0.34,0.6,28,77,85.0
1367,2024-02-26 23:00:00,16.8,54.0,10.0,0.36,7.0,0.34,0.6,26,86,246.0
1368,2024-02-27 00:00:00,20.0,59.0,2.0,0.62,11.0,0.34,0.6,25,88,268.0
1369,2024-02-27 01:00:00,32.0,60.0,1.0,0.58,12.0,0.34,0.6,25,89,262.0
1370,2024-02-27 02:00:00,33.3,63.0,5.0,0.48,8.0,0.34,0.6,24,89,266.0
1371,2024-02-27 03:00:00,27.5,54.0,8.0,0.47,6.0,0.34,0.6,24,89,280.0
1372,2024-02-27 04:00:00,28.2,56.0,8.0,0.45,6.0,0.34,0.6,24,90,269.0
1373,2024-02-27 05:00:00,26.2,45.0,3.0,0.5,9.0,0.34,0.6,24,90,271.0
1374,2024-02-27 06:00:00,22.5,39.0,1.0,0.62,11.0,0.34,0.6,23,90,327.0
1375,2024-02-27 07:00:00,24.7,52.0,2.0,1.28,21.0,0.34,0.6,25,86,304.0
1376,2024-02-27 08:00:00,35.8,82.0,20.0,0.58,15.0,0.34,0.6,29,68,18.0
1377,2024-02-27 09:00:00,37.1,74.0,30.0,0.18,4.0,0.34,1.0,31,62,151.0
1378,2024-02-27 10:00:00,27.3,63.0,28.0,0.16,3.0,0.34,1.0,32,56,121.0
1379,2024-02-27 11:00:00,22.1,44.0,27.0,0.15,3.0,0.34,1.0,33,51,116.0
1380,2024-02-27 12:00:00,20.7,40.0,26.0,0.15,3.0,0.34,1.0,33,52,122.0
1381,2024-02-27 13:00:00,18.5,42.0,25.0,0.14,2.0,0.34,1.0,34,49,115.0
1382,2024-02-27 14:00:00,14.3,32.0,27.0,0.15,3.0,0.34,2.0,34,49,92.0
1383,2024-02-27 15:00:00,10.9,27.0,26.0,0.38,4.0,0.34,2.0,33,50,98.0
1384,2024-02-27 16:00:00,9.0,26.0,25.0,0.17,7.11,0.34,1.0,33,53,104.0
1385,2024-02-27 17:00:00,7.6,28.0,16.56,0.2,5.0,0.34,1.0,32,57,117.0
1386,2024-02-27 18:00:00,5.8,22.0,18.0,0.25,7.0,0.34,1.0,30,63,110.0
1387,2024-02-27 19:00:00,4.4,22.0,16.0,0.3,9.0,0.34,0.6,29,67,101.0
1388,2024-02-27 20:00:00,5.5,42.0,13.0,0.38,9.0,0.34,0.6,28,71,57.0
1389,2024-02-27 21:00:00,7.1,54.0,13.0,0.38,7.0,0.34,0.6,28,73,67.0
1390,2024-02-27 22:00:00,14.2,45.0,4.0,1.33,13.0,0.34,0.6,26,80,334.0
1391,2024-02-27 23:00:00,26.0,58.0,3.0,1.8,11.0,0.34,0.6,26,84,340.0
1392,2024-02-28 00:00:00,36.4,80.0,2.0,0.86,11.0,0.34,0.6,25,85,318.0
1393,2024-02-28 01:00:00,35.8,73.0,1.0,0.8,10.0,0.34,0.6,25,86,271.0
1394,2024-02-28 02:00:00,32.8,71.0,1.0,0.87,9.0,0.34,0.6,25,88,286.0
1395,2024-02-28 03:00:00,35.8,71.0,1.0,0.88,8.0,0.34,0.6,24,89,250.0
1396,2024-02-28 04:00:00,30.7,66.0,1.0,0.66,7.0,0.34,0.6,24,90,259.0
1397,2024-02-28 05:00:00,28.1,56.0,1.0,0.99,9.0,0.34,0.6,24,89,331.0
1398,2024-02-28 06:00:00,30.8,61.0,1.0,1.24,11.0,0.34,0.6,24,89,336.0
1399,2024-02-28 07:00:00,32.6,66.0,2.0,1.48,20.0,0.34,0.6,26,84,141.0
1400,2024-02-28 08:00:00,35.6,77.0,15.0,0.21,7.0,0.34,1.0,30,66,107.0
1401,2024-02-28 09:00:00,32.4,71.0,21.0,0.12,5.0,0.34,1.0,31,59,124.0
1402,2024-02-28 10:00:00,30.5,64.0,25.0,0.09,3.0,0.34,2.0,32,54,131.0
1403,2024-02-28 11:00:00,24.7,59.0,26.0,0.09,4.0,0.34,2.0,33,51,123.0
1404,2024-02-28 12:00:00,18.2,42.0,28.0,0.07,3.0,0.34,2.0,33,49,131.0
1405,2024-02-28 13:00:00,13.6,32.0,29.0,0.07,2.0,0.34,2.0,34,48,136.0
1406,2024-02-28 14:00:00,10.8,31.0,27.0,0.38,2.0,0.34,2.0,34,49,139.0
1407,2024-02-28 15:00:00,9.0,32.0,25.0,0.11,7.11,0.34,1.0,33,51,126.0
1408,2024-02-28 16:00:00,7.6,34.0,16.56,0.12,6.0,0.34,2.0,33,54,138.0
1409,2024-02-28 17:00:00,7.9,34.0,22.0,0.15,5.0,0.34,1.0,31,59,126.0
1410,2024-02-28 18:00:00,9.7,36.0,20.0,0.16,6.0,0.34,1.0,30,65,132.0
1411,2024-02-28 19:00:00,13.8,34.0,18.0,0.18,7.0,0.34,1.0,29,68,138.0
1412,2024-02-28 20:00:00,14.1,61.0,18.0,0.15,6.0,0.34,1.0,28,71,139.0
1413,2024-02-28 21:00:00,18.5,60.0,18.0,0.25,6.0,0.34,1.0,28,72,153.0
1414,2024-02-28 22:00:00,22.7,56.0,18.0,0.16,5.0,0.34,0.6,28,73,148.0
1415,2024-02-28 23:00:00,17.9,58.0,9.0,0.78,7.0,0.34,0.6,26,82,246.0
1416,2024-02-29 00:00:00,27.6,64.0,6.0,0.33,6.0,0.34,0.6,26,84,234.0
1417,2024-02-29 01:00:00,26.2,54.0,8.0,0.28,5.0,0.34,0.6,25,85,247.0
1418,2024-02-29 02:00:00,29.5,57.0,7.0,0.71,5.0,0.34,0.6,25,86,277.0
1419,2024-02-29 03:00:00,22.9,46.0,4.0,0.79,7.0,0.34,0.6,25,86,332.0
1420,2024-02-29 04:00:00,26.3,52.0,1.0,1.05,9.0,0.34,0.6,25,87,351.0
1421,2024-02-29 05:00:00,23.8,48.0,2.0,0.57,9.0,0.34,0.6,24,87,274.0
1422,2024-02-29 06:00:00,25.9,52.0,1.0,0.96,10.0,0.34,0.6,24,89,288.0
1423,2024-02-29 07:00:00,24.7,50.0,3.0,0.9,16.0,0.34,0.6,25,83,267.0
1424,2024-02-29 08:00:00,33.8,70.0,21.0,0.32,8.0,0.34,1.0,30,65,139.0
1425,2024-02-29 09:00:00,30.9,61.0,28.0,0.18,4.0,0.34,1.0,31,56,132.0
1426,2024-02-29 10:00:00,26.2,57.0,28.0,0.17,5.0,0.34,1.0,32,51,134.0
1427,2024-02-29 11:00:00,20.1,44.0,30.0,0.15,3.0,0.34,1.0,32,49,112.0
1428,2024-02-29 12:00:00,20.2,46.0,29.0,0.15,2.0,0.34,1.0,33,48,117.0
1429,2024-02-29 13:00:00,17.9,36.0,29.0,0.38,4.0,0.34,1.0,34,45,106.0
1430,2024-02-29 14:00:00,14.5,31.0,30.0,0.15,7.11,0.34,1.0,34,44,126.0
1431,2024-02-29 15:00:00,11.2,26.0,16.56,0.18,5.0,0.34,1.0,34,46,95.0
1432,2024-02-29 16:00:00,8.5,31.0,24.0,0.18,5.0,0.34,1.0,34,48,93.0
1433,2024-02-29 17:00:00,6.5,25.0,23.0,0.2,4.0,0.34,1.0,33,51,89.0
1434,2024-02-29 18:00:00,12.1,19.0,19.0,0.27,7.0,0.34,1.0,30,59,106.0
1435,2024-02-29 19:00:00,9.4,24.0,16.0,0.28,9.0,0.34,0.6,29,65,127.0
1436,2024-02-29 20:00:00,8.3,38.0,15.0,0.3,9.0,0.34,0.6,28,68,134.0
1437,2024-02-29 21:00:00,12.7,43.0,6.0,0.47,13.0,0.34,0.6,27,78,133.0
1438,2024-02-29 22:00:00,26.4,64.0,3.0,0.71,12.0,0.34,0.6,26,82,246.0
1439,2024-02-29 23:00:00,33.4,65.0,1.0,0.73,11.0,0.34,0.6,25,84,282.0
1440,2024-03-01 00:00:00,35.2,71.0,2.0,0.66,11.0,0.34,0.6,25,84,269.0
1441,2024-03-01 01:00:00,32.6,73.0,5.0,0.49,6.0,0.34,0.6,25,85,296.0
1442,2024-03-01 02:00:00,31.8,66.0,3.0,0.4,6.0,0.34,0.6,24,87,221.0
1443,2024-03-01 03:00:00,28.4,57.0,3.0,0.34,5.0,0.34,0.6,24,88,256.0
1444,2024-03-01 04:00:00,22.5,50.0,3.0,0.35,4.0,0.34,0.6,24,88,253.0
1445,2024-03-01 05:00:00,20.7,42.0,3.0,0.4,5.0,0.34,0.6,24,88,252.0
1446,2024-03-01 06:00:00,18.4,36.0,2.0,0.51,8.0,0.34,0.6,24,88,246.0
1447,2024-03-01 07:00:00,19.4,36.0,2.0,0.87,14.0,0.34,0.6,25,84,279.0
1448,2024-03-01 08:00:00,23.4,46.0,13.0,0.43,9.0,0.34,0.6,29,71,183.0
1449,2024-03-01 09:00:00,21.3,51.0,21.0,0.27,6.0,0.34,1.0,31,63,101.0
1450,2024-03-01 10:00:00,26.2,52.0,22.0,0.2,4.0,0.34,1.0,33,56,93.0
1451,2024-03-01 11:00:00,22.0,43.0,23.0,0.19,4.0,0.34,2.0,34,51,75.0
1452,2024-03-01 12:00:00,15.7,41.0,22.0,0.38,2.0,0.34,2.0,34,50,75.0
1453,2024-03-01 13:00:00,13.6,36.0,22.0,0.17,7.11,0.34,2.0,34,49,91.0
1454,2024-03-01 14:00:00,10.8,30.0,16.56,0.18,4.0,0.34,2.0,34,51,75.0
1455,2024-03-01 15:00:00,8.3,30.0,22.0,0.19,4.0,0.34,1.0,34,49,97.0
1456,2024-03-01 16:00:00,6.7,26.0,21.0,0.2,4.0,0.34,2.0,34,50,84.0
1457,2024-03-01 17:00:00,5.5,26.0,18.0,0.23,4.0,0.34,1.0,32,58,93.0
1458,2024-03-01 18:00:00,6.3,27.0,14.0,0.29,7.0,0.34,1.0,30,64,111.0
1459,2024-03-01 19:00:00,7.4,28.0,16.0,0.29,8.0,0.34,0.6,29,68,114.0
1460,2024-03-01 20:00:00,10.5,39.0,15.0,0.27,8.0,0.34,0.6,28,72,118.0
1461,2024-03-01 21:00:00,17.6,48.0,16.0,0.26,6.0,0.34,1.0,28,73,73.0
1462,2024-03-01 22:00:00,21.2,41.0,12.0,0.31,8.0,0.34,0.6,27,78,60.0
1463,2024-03-01 23:00:00,18.2,49.0,1.0,0.55,13.0,0.34,0.6,26,85,230.0
1464,2024-03-02 00:00:00,21.1,55.0,2.0,0.54,11.0,0.34,0.6,25,86,267.0
1465,2024-03-02 01:00:00,31.6,58.0,5.0,0.47,7.0,0.34,0.6,25,86,272.0
1466,2024-03-02 02:00:00,32.8,58.0,6.0,0.38,5.0,0.34,0.6,25,85,280.0
1467,2024-03-02 03:00:00,30.9,54.0,6.0,0.38,5.0,0.34,0.6,25,85,152.0
1468,2024-03-02 04:00:00,28.8,52.0,3.0,0.43,7.0,0.34,0.6,25,87,238.0
1469,2024-03-02 05:00:00,23.7,45.0,3.0,0.51,7.0,0.34,0.6,25,88,293.0
1470,2024-03-02 06:00:00,24.8,51.0,2.0,0.48,7.0,0.34,0.6,24,88,266.0
1471,2024-03-02 07:00:00,23.4,45.0,2.0,0.85,13.0,0.34,0.6,26,83,330.0
1472,2024-03-02 08:00:00,30.7,58.0,17.0,0.44,9.0,0.34,0.6,30,69,50.0
1473,2024-03-02 09:00:00,30.9,56.0,23.0,0.26,5.0,0.34,1.0,31,63,88.0
1474,2024-03-02 10:00:00,24.2,49.0,26.0,0.22,3.0,0.34,1.0,33,53,94.0
1475,2024-03-02 11:00:00,22.6,42.0,24.0,0.38,4.0,0.34,1.0,33,52,102.0
1476,2024-03-02 12:00:00,20.9,40.0,23.0,0.2,7.11,0.34,1.0,34,47,107.0
1477,2024-03-02 13:00:00,15.8,31.0,16.56,0.2,4.0,0.34,1.0,34,46,99.0
1478,2024-03-02 14:00:00,12.2,24.0,19.0,0.22,5.0,0.34,1.0,34,50,98.0
1479,2024-03-02 15:00:00,9.9,23.0,19.0,0.22,3.0,0.34,1.0,34,52,107.0
1480,2024-03-02 16:00:00,7.8,21.0,18.0,0.29,5.0,0.34,2.0,33,56,88.0
1481,2024-03-02 17:00:00,6.6,27.0,17.0,0.4,8.0,0.34,1.0,31,61,94.0
1482,2024-03-02 18:00:00,5.5,26.0,12.0,0.51,12.0,0.34,1.0,30,66,119.0
1483,2024-03-02 19:00:00,6.5,34.0,11.0,0.37,11.0,0.34,1.0,29,71,131.0
1484,2024-03-02 20:00:00,8.7,48.0,11.0,0.33,11.0,0.34,0.6,29,73,136.0
1485,2024-03-02 21:00:00,17.7,53.0,12.0,0.39,10.0,0.34,0.6,28,74,138.0
1486,2024-03-02 22:00:00,14.7,53.0,6.0,0.51,10.0,0.34,0.6,27,81,221.0
1487,2024-03-02 23:00:00,21.9,49.0,4.0,0.72,9.0,0.34,0.6,26,84,241.0
1488,2024-03-03 00:00:00,30.6,59.0,3.0,0.56,7.0,0.34,0.6,26,86,206.0
1489,2024-03-03 01:00:00,31.1,59.0,4.0,0.65,6.0,0.34,0.6,26,87,280.0
1490,2024-03-03 02:00:00,28.5,56.0,5.0,0.67,5.0,0.34,0.6,26,87,185.0
1491,2024-03-03 03:00:00,27.4,54.0,6.0,0.64,5.0,0.34,0.6,25,87,225.0
1492,2024-03-03 04:00:00,29.5,57.0,3.0,0.35,5.0,0.34,0.6,25,88,243.0
1493,2024-03-03 05:00:00,30.2,57.0,5.0,0.44,6.0,0.34,0.6,25,87,188.0
1494,2024-03-03 06:00:00,22.5,45.0,1.0,0.79,9.0,0.34,0.6,25,89,250.0
1495,2024-03-03 07:00:00,21.9,44.0,7.0,0.48,8.0,0.34,0.6,26,86,253.0
1496,2024-03-03 08:00:00,27.2,60.0,15.0,0.33,5.0,0.34,0.6,29,74,116.0
1497,2024-03-03 09:00:00,31.4,63.0,21.0,0.17,3.0,0.34,1.0,31,61,128.0
1498,2024-03-03 10:00:00,26.8,51.0,25.0,0.38,4.0,0.34,1.0,32,57,136.0
1499,2024-03-03 11:00:00,23.8,45.0,27.0,0.16,7.11,2.0,2.0,33,52,134.0
1500,2024-03-03 12:00:00,21.1,40.0,16.56,0.18,3.0,0.34,1.0,33,52,105.0
1501,2024-03-03 13:00:00,19.5,37.0,26.0,0.16,2.0,0.34,1.0,33,54,92.0
1502,2024-03-03 14:00:00,15.0,31.0,33.0,0.19,2.0,0.34,2.0,34,53,98.0
1503,2024-03-03 15:00:00,11.9,28.0,34.0,0.21,3.0,0.34,1.0,33,56,121.0
1504,2024-03-03 16:00:00,10.8,36.0,33.0,0.2,3.0,0.34,1.0,33,54,126.0
1505,2024-03-03 17:00:00,9.2,36.0,27.0,0.21,4.0,0.34,1.0,31,60,134.0
1506,2024-03-03 18:00:00,8.4,30.0,23.0,0.24,7.0,0.34,1.0,29,67,142.0
1507,2024-03-03 19:00:00,12.8,40.0,19.0,0.27,8.0,0.34,1.0,29,70,150.0
1508,2024-03-03 20:00:00,10.5,53.0,19.0,0.31,7.0,0.34,0.6,28,71,151.0
1509,2024-03-03 21:00:00,21.6,50.0,9.0,0.54,10.0,0.34,0.6,27,79,264.0
1510,2024-03-03 22:00:00,22.9,57.0,9.0,0.53,8.0,0.34,0.6,27,82,283.0
1511,2024-03-03 23:00:00,29.3,58.0,5.0,0.51,8.0,0.34,0.6,26,86,244.0
1512,2024-03-04 00:00:00,32.5,66.0,8.0,0.38,5.0,0.34,0.6,26,85,249.0
1513,2024-03-04 01:00:00,27.7,54.0,9.0,0.29,4.0,0.34,0.6,26,86,247.0
1514,2024-03-04 02:00:00,25.6,55.0,10.0,0.25,3.0,0.34,1.0,26,86,244.0
1515,2024-03-04 03:00:00,27.1,57.0,10.0,0.23,3.0,0.34,0.6,26,85,243.0
1516,2024-03-04 04:00:00,25.5,51.0,4.0,0.33,6.0,0.34,0.6,25,88,219.0
1517,2024-03-04 05:00:00,24.5,48.0,6.0,0.32,6.0,0.34,0.6,25,88,226.0
1518,2024-03-04 06:00:00,19.6,47.0,5.0,0.42,10.0,0.34,0.6,26,86,155.0
1519,2024-03-04 07:00:00,19.4,46.0,5.0,0.59,12.0,0.34,0.6,26,86,270.0
1520,2024-03-04 08:00:00,32.7,65.0,19.0,0.31,5.0,0.34,1.0,29,74,260.0
1521,2024-03-04 09:00:00,33.5,66.0,25.0,0.38,4.0,0.34,1.0,31,62,131.0
1522,2024-03-04 10:00:00,29.4,52.0,28.0,0.19,7.11,0.34,1.0,32,57,139.0
1523,2024-03-04 11:00:00,21.3,52.0,16.56,0.19,3.0,0.34,1.0,33,54,121.0
1524,2024-03-04 12:00:00,19.3,40.0,31.0,0.19,2.0,0.34,1.0,34,50,121.0
1525,2024-03-04 13:00:00,19.0,40.0,31.0,0.2,2.0,0.34,1.0,35,47,94.0
1526,2024-03-04 14:00:00,13.8,38.0,31.0,0.19,2.0,0.34,2.0,36,45,78.0
1527,2024-03-04 15:00:00,10.2,31.0,28.0,0.21,4.0,0.34,1.0,35,48,93.0
1528,2024-03-04 16:00:00,7.9,27.0,26.0,0.22,6.0,0.34,1.0,34,52,92.0
1529,2024-03-04 17:00:00,9.0,26.0,26.0,0.26,7.0,0.34,1.0,31,58,113.0
1530,2024-03-04 18:00:00,6.9,20.0,21.0,0.32,8.0,0.34,1.0,30,65,124.0
1531,2024-03-04 19:00:00,5.1,36.0,20.0,0.28,7.0,0.34,1.0,29,71,134.0
1532,2024-03-04 20:00:00,12.5,40.0,22.0,0.22,5.0,0.34,0.6,29,71,142.0
1533,2024-03-04 21:00:00,18.2,44.0,15.0,0.34,7.0,0.34,0.6,28,76,198.0
1534,2024-03-04 22:00:00,22.8,44.0,7.0,0.57,8.0,0.34,0.6,26,83,240.0
1535,2024-03-04 23:00:00,25.3,49.0,8.0,0.46,6.0,0.34,0.6,26,85,235.0
1536,2024-03-05 00:00:00,26.1,51.0,8.0,0.41,5.0,0.34,0.6,25,86,231.0
1537,2024-03-05 01:00:00,23.0,48.0,6.0,0.38,4.0,0.34,0.6,25,88,277.0
1538,2024-03-05 02:00:00,26.7,51.0,7.0,0.29,3.0,0.34,0.6,24,89,253.0
1539,2024-03-05 03:00:00,25.6,50.0,9.0,0.24,3.0,0.34,1.0,24,88,254.0
1540,2024-03-05 04:00:00,20.9,38.0,9.0,0.27,3.0,0.34,0.6,24,87,267.0
1541,2024-03-05 05:00:00,16.1,31.0,7.0,0.31,4.0,0.34,0.6,23,89,323.0
1542,2024-03-05 06:00:00,12.7,26.0,2.0,0.38,7.0,0.34,0.6,23,90,254.0
1543,2024-03-05 07:00:00,14.6,25.0,6.0,0.53,11.0,0.34,0.6,24,84,255.0
1544,2024-03-05 08:00:00,11.7,44.0,19.0,0.38,7.0,0.34,0.6,28,70,253.0
1545,2024-03-05 09:00:00,27.4,56.0,16.56,0.26,7.11,0.34,0.6,31,60,51.0
1546,2024-03-05 10:00:00,23.5,47.0,16.56,0.2,4.0,0.34,1.0,33,50,77.0
1547,2024-03-05 11:00:00,20.4,37.0,16.56,0.21,3.0,0.34,1.0,35,47,76.0
1548,2024-03-05 12:00:00,17.5,33.0,16.0,0.2,3.0,0.34,1.0,35,42,72.0
1549,2024-03-05 13:00:00,12.7,37.0,16.0,0.22,3.0,0.34,2.0,36,41,67.0
1550,2024-03-05 14:00:00,9.4,30.0,15.0,0.22,4.0,0.34,2.0,36,41,78.0
1551,2024-03-05 15:00:00,7.8,31.0,14.0,0.22,4.0,0.34,2.0,36,42,70.0
1552,2024-03-05 16:00:00,8.8,28.0,13.0,0.24,6.0,0.34,2.0,35,46,76.0
1553,2024-03-05 17:00:00,10.6,26.0,12.0,0.25,4.0,0.34,1.0,34,50,80.0
1554,2024-03-05 18:00:00,8.1,25.0,9.0,0.32,8.0,0.34,1.0,31,60,92.0
1555,2024-03-05 19:00:00,5.9,31.0,8.0,0.3,9.0,0.34,1.0,30,67,133.0
1556,2024-03-05 20:00:00,15.3,32.0,9.0,0.26,7.0,0.34,0.6,29,70,134.0
1557,2024-03-05 21:00:00,17.6,40.0,4.0,0.47,10.0,0.34,0.6,28,78,215.0
1558,2024-03-05 22:00:00,25.2,41.0,3.0,0.6,11.0,0.34,0.6,27,81,248.0
1559,2024-03-05 23:00:00,34.7,55.0,3.0,0.5,7.0,0.34,1.0,26,83,247.0
1560,2024-03-06 00:00:00,36.5,61.0,4.0,0.41,4.0,0.34,1.0,26,83,240.0
1561,2024-03-06 01:00:00,32.5,44.0,4.0,0.36,4.0,0.34,0.6,25,84,226.0
1562,2024-03-06 02:00:00,25.4,47.0,4.0,0.35,3.0,0.34,0.6,25,85,225.0
1563,2024-03-06 03:00:00,24.2,45.0,4.0,0.34,3.0,82.0,1.0,24,86,228.0
1564,2024-03-06 04:00:00,25.9,47.0,4.0,0.34,3.0,79.0,1.0,24,87,222.0
1565,2024-03-06 05:00:00,20.7,44.0,3.0,0.36,4.0,0.34,1.0,24,87,217.0
1566,2024-03-06 06:00:00,16.9,34.0,3.0,0.39,6.0,0.34,1.0,24,87,214.0
1567,2024-03-06 07:00:00,15.2,28.0,2.0,0.38,11.0,0.34,0.6,24,84,236.0
1568,2024-03-06 08:00:00,19.5,36.0,6.0,0.41,7.11,0.34,1.0,27,79,238.0
1569,2024-03-06 09:00:00,27.7,55.0,16.56,0.27,5.0,0.34,2.0,29,73,211.0
1570,2024-03-06 10:00:00,30.9,62.0,14.0,0.26,3.0,0.34,2.0,31,63,192.0
1571,2024-03-06 11:00:00,27.6,51.0,17.0,0.24,3.0,0.34,2.0,33,52,201.0
1572,2024-03-06 12:00:00,24.5,47.0,19.0,0.25,3.0,0.34,1.0,34,49,263.0
1573,2024-03-06 13:00:00,20.6,42.0,21.0,0.28,8.0,0.34,1.0,36,43,22.0
1574,2024-03-06 14:00:00,15.1,40.0,20.0,0.3,6.0,0.34,1.0,37,43,45.0
1575,2024-03-06 15:00:00,15.2,39.0,19.0,0.28,3.0,0.34,2.0,37,44,73.0
1576,2024-03-06 16:00:00,12.0,33.0,20.0,0.28,4.0,0.34,2.0,36,47,72.0
1577,2024-03-06 17:00:00,14.2,30.0,16.0,0.3,6.0,0.34,1.0,34,53,77.0
1578,2024-03-06 18:00:00,15.4,31.0,13.0,0.34,8.0,0.34,1.0,32,61,76.0
1579,2024-03-06 19:00:00,12.4,29.0,12.0,0.38,9.0,0.34,0.6,31,69,118.0
1580,2024-03-06 20:00:00,13.6,37.0,14.0,0.36,8.0,0.34,0.6,30,72,135.0
1581,2024-03-06 21:00:00,21.8,38.0,10.0,0.5,9.0,0.34,0.6,29,78,238.0
1582,2024-03-06 22:00:00,24.2,47.0,6.0,0.56,10.0,0.34,0.6,28,82,222.0
1583,2024-03-06 23:00:00,24.5,47.0,4.0,0.58,10.0,0.34,0.6,27,84,224.0
1584,2024-03-07 00:00:00,30.3,53.0,5.0,0.53,6.0,0.34,0.6,27,85,207.0
1585,2024-03-07 01:00:00,33.8,59.0,3.0,0.58,6.0,0.34,0.6,26,87,222.0
1586,2024-03-07 02:00:00,30.8,54.0,3.0,0.5,4.0,0.34,0.6,26,88,246.0
1587,2024-03-07 03:00:00,26.5,51.0,3.0,0.44,4.0,0.34,0.6,26,87,215.0
1588,2024-03-07 04:00:00,25.2,49.0,2.0,0.42,4.0,0.34,0.6,25,89,266.0
1589,2024-03-07 05:00:00,20.9,39.0,1.0,0.46,5.0,0.34,0.6,25,90,257.0
1590,2024-03-07 06:00:00,22.3,41.0,16.56,0.38,6.0,0.34,0.6,25,91,253.0
1591,2024-03-07 07:00:00,25.3,50.0,1.0,0.74,7.11,0.34,1.0,26,88,230.0
1592,2024-03-07 08:00:00,30.8,61.0,16.56,0.46,7.0,0.34,1.0,28,77,208.0
1593,2024-03-07 09:00:00,32.2,65.0,14.0,0.33,5.0,0.34,1.0,31,67,190.0
1594,2024-03-07 10:00:00,30.8,61.0,18.0,0.33,4.0,0.34,1.0,33,60,116.0
1595,2024-03-07 11:00:00,28.6,57.0,18.0,0.32,5.0,0.34,1.0,35,53,82.0
1596,2024-03-07 12:00:00,21.7,42.0,16.0,0.3,4.0,0.34,2.0,36,50,76.0
1597,2024-03-07 13:00:00,20.6,41.0,15.0,0.28,5.0,0.34,2.0,36,49,69.0
1598,2024-03-07 14:00:00,18.6,47.0,13.0,0.25,4.0,0.34,2.0,36,50,80.0
1599,2024-03-07 15:00:00,19.9,38.0,13.0,0.23,3.0,0.34,2.0,36,48,84.0
